id|uf_entrega|dia|custo_frete
6810|DF|2019-03-07|139.0641
6811|GO|2018-01-04|43.2656
6812|MS|2017-04-30|197.4072
6813|MS|2018-11-18|80.3745
6814|CE|2018-03-11|474.8655
6815|GO|2017-05-24|145.2136
6816|MT|2018-06-13|459.6917
6817|ES|2017-10-31|535.9832
6818|PB|2018-10-27|695.6568
6819|MA|2017-11-26|172.2465
6820|MS|2018-05-26|324.4061
6821|ES|2019-01-10|1242.0712
6822|RO|2018-04-23|11.8688
6823|PA|2018-05-27|246602
6824|RN|2017-08-26|71.7066
6825|RN|2017-12-04|470.2288
6826|TO|2017-05-19|38.1176
6827|MA|2017-06-17|120.9159
6828|SE|2017-10-10|131.9325
6829|RN|2017-10-27|194.9253
6830|PE|2018-09-26|632.1359
6831|PE|2017-01-29|245.2082
6832|DF|2017-02-25|301.2857
6833|MT|2019-03-19|734.6354
6834|PA|2019-01-19|246.2966
6835|SE|2018-07-25|231.0851
6836|MA|2017-11-25|257.7128
6837|DF|2017-09-25|353.6668
6838|AL|2018-03-07|348.5875
6839|SE|2018-03-23|320.1931
6840|MS|2019-01-13|492.1269
6841|MS|2018-11-10|238735
6842|PA|2017-08-11|385.6717
6843|PB|2018-06-12|598.1621
6844|AM|2017-09-15|20.0153
6845|GO|2018-12-28|386.8532
6846|ES|2018-03-27|502723
6847|PB|2018-08-09|627.4349
6848|DF|2017-10-12|355298
6849|AM|2017-11-26|203341
6850|RN|2017-11-01|9.4508
6851|DF|2018-11-18|199.2029
6852|MS|2017-10-12|259827
6853|DF|2017-07-29|356.4943
6854|MT|2017-09-07|417.5793
6855|AL|2018-01-06|159.9235
6856|PB|2018-07-21|452.9427
6857|AL|2018-01-21|178.7021
6858|GO|2017-05-22|500.7623
6859|PB|2017-07-08|71286
6860|PE|2017-12-05|1026.9891
6861|RO|2018-11-27|568.3039
6862|AM|2017-12-02|100.8644
6863|PA|2018-05-08|255.3372
6864|MS|2018-04-04|22.9657
6865|PI|2017-01-20|57831
6866|SE|2017-05-22|86.2591
6867|MT|2018-08-07|470972
6868|DF|2017-07-31|115.1139
6869|AM|2017-08-14|21.52
6870|PE|2017-10-17|607.7709
6871|BA|2018-05-27|764.5304
6872|AC|2018-03-10|5.7527
6873|BA|2018-10-21|2002.7693
6874|DF|2017-12-30|426874
6875|PB|2018-10-11|531.0653
6876|RO|2017-04-29|46.9802
6877|MT|2018-09-18|535.0159
6878|MT|2017-11-05|344.9653
6879|TO|2018-06-24|466.4493
6880|MT|2017-12-18|304.7073
6881|CE|2017-02-15|179.0713
6882|GO|2017-06-25|103.6289
6883|DF|2017-09-02|335.9244
6884|AL|2017-05-01|87.6259
6885|CE|2018-02-19|255.5892
6886|MS|2017-07-15|119.0708
6887|GO|2018-07-15|203.7002
6888|ES|2017-10-15|748.3511
6889|SC|2017-01-11|300.1227
6890|RN|2017-09-23|209292
6891|CE|2017-08-28|191.0477
6892|PA|2018-02-16|470.4445
6893|RO|2018-01-05|225.5724
6894|ES|2018-01-10|374.6613
6895|AL|2017-04-04|46.6547
6896|RO|2018-01-11|91862
6897|SE|2018-11-27|606.9791
6898|CE|2017-10-04|414.4227
6899|SE|2018-06-26|356326
6900|AM|2018-11-12|224353
6901|AC|2018-04-20|120.9974
6902|DF|2018-02-22|372.9483
6903|AM|2017-04-20|127.5526
6904|GO|2017-09-02|152.0533
6905|BA|2017-02-06|400234
6906|GO|2017-04-17|72.7778
6907|MT|2017-12-06|649.5269
6908|SE|2018-04-01|105.5509
6909|SE|2017-03-28|23.7349
6910|MA|2018-12-26|265.0476
6911|TO|2018-04-14|118.0493
6912|MT|2018-01-01|173.8059
6913|PE|2017-12-04|1185.0641
6914|AL|2017-05-13|212724
6915|SE|2017-06-15|174.1416
6916|SE|2018-02-16|143487
6917|RN|2018-10-30|793.7378
6918|SE|2017-08-20|144.7392
6919|CE|2017-06-20|99.5371
6920|MA|2018-03-05|144.1216
6921|PA|2017-05-17|270.4412
6922|GO|2018-10-08|303.4769
6923|SE|2018-03-06|361.7359
6924|MA|2018-12-10|526.9659
6925|AL|2018-02-22|87.0286
6926|TO|2018-09-05|20158
6927|CE|2018-02-15|482.5792
6928|PA|2017-09-04|427.8123
6929|ES|2017-05-04|588.1129
6930|SE|2018-08-01|298788
6931|RN|2017-06-11|189.8804
6932|CE|2017-10-27|604.7162
6933|AL|2019-02-06|230.3092
6934|RN|2017-06-12|103.7136
6935|PA|2017-10-17|238.8551
6936|AM|2018-04-16|56.2994
6937|CE|2018-03-23|620.5354
6938|MT|2017-05-18|569.3583
6939|RN|2019-03-08|1108.1611
6940|PE|2017-10-15|638.6853
6941|CE|2017-04-22|114.8101
6942|GO|2018-08-14|214.4702
6943|PE|2018-12-24|355.8053
6944|RO|2018-02-14|23.3906
6945|AM|2017-05-27|74172
6946|AL|2019-04-11|152.0123
6947|MA|2019-04-01|262.8012
6948|CE|2018-05-10|521.3498
6949|SE|2018-04-12|203.0969
6950|GO|2017-12-30|189.6291
6951|AL|2018-02-25|401148
6952|GO|2017-02-03|299.7199
6953|AL|2018-05-08|363.4224
6954|CE|2018-09-30|694.4222
6955|RO|2019-01-17|66.8758
6956|RO|2018-10-06|50.5714
6957|PI|2019-01-23|87.6096
6958|CE|2017-11-07|359.5528
6959|PB|2018-10-01|311.6853
6960|PB|2017-10-02|86.9569
6961|PA|2017-12-09|288.5116
6962|SE|2017-09-21|208568
6963|TO|2017-07-12|20.0214
6964|CE|2018-01-17|262.0519
6965|RO|2019-01-03|63.0625
6966|MS|2019-02-16|435.2946
6967|AP|2017-10-06|31417
6968|TO|2017-06-24|338.6689
6969|SE|2017-10-23|105.3701
6970|DF|2018-01-30|316.8147
6971|MA|2019-01-07|374.6324
6972|SE|2019-03-20|425.7574
6973|RN|2017-02-22|258.2654
6974|MT|2017-11-08|249.0416
6975|GO|2019-01-11|337.4274
6976|MS|2018-12-10|188175
6977|RN|2018-03-05|137.2471
6978|AM|2017-07-29|62.7053
6979|RN|2019-03-03|851.9435
6980|CE|2018-04-14|533.9714
6981|PB|2018-10-08|363.8966
6982|CE|2017-07-20|270.11
6983|TO|2018-10-18|15.9262
6984|TO|2017-03-25|134.7071
6985|MS|2019-01-21|324.3985
6986|PI|2019-03-24|601.8411
6987|RR|2017-09-05|142.2171
6988|AC|2018-03-08|34.5463
6989|PA|2018-01-13|405.9105
6990|MA|2017-08-11|246.3176
6991|SE|2017-10-07|31.3175
6992|AP|2017-10-23|12.8611
6993|RR|2017-11-19|62.3675
6994|MS|2019-03-07|328.1114
6995|TO|2018-07-24|157.1796
6996|RR|2017-12-16|98.8317
6997|PI|2018-11-26|123.3912
6998|PA|2018-09-05|80.8168
6999|AC|2018-08-24|4.1825
7000|MT|2017-09-12|611.1156
7001|PI|2018-05-14|40702
7002|PE|2017-05-07|382472
7003|MA|2017-03-25|149.2076
7004|AC|2018-01-05|39.0834
7005|SE|2017-08-22|413.9333
7006|AL|2017-11-08|49.6993
7007|AM|2018-05-20|76.7198
7008|PA|2017-08-24|70.2639
7009|MS|2018-07-21|690.4819
7010|AM|2017-07-31|21.5979
7011|DF|2018-06-07|243.4585
7012|CE|2018-02-09|344.1219
7013|MS|2017-03-28|316.2283
7014|RO|2019-03-06|75.9922
7015|SE|2017-09-30|15.0495
7016|MA|2018-07-17|599.2162
7017|SE|2018-01-12|387.1883
7018|RN|2017-06-02|224.6634
7019|PE|2017-05-22|267.0466
7020|TO|2018-06-21|382.4237
7021|TO|2018-08-12|339.6628
7022|CE|2018-09-09|1251.8771
7023|DF|2017-05-13|195.8422
7024|MA|2018-01-18|259.1225
7025|PE|2018-10-20|2146701
7026|PB|2019-03-25|454.9647
7027|MT|2018-06-21|580.5974
7028|RN|2017-02-05|136.3294
7029|GO|2017-02-12|171.5549
7030|GO|2017-12-05|202.9782
7031|SE|2018-09-01|172986
7032|AC|2019-01-16|134.4393
7033|MA|2018-05-06|169.7607
7034|MT|2018-06-07|108.5204
7035|TO|2019-01-21|103.2253
7036|PE|2017-11-19|353.6309
7037|PB|2017-12-23|69.7728
7038|MA|2018-03-30|100.8946
7039|BA|2017-03-09|661.0508
7040|GO|2018-07-10|307.5952
7041|RN|2017-07-18|283.6975
7042|GO|2018-04-14|125928
7043|PB|2019-02-22|370.7645
7044|MS|2017-02-10|154.7819
7045|MS|2018-07-12|459.3054
7046|RN|2018-10-17|244.2761
7047|PE|2017-12-06|685449
7048|ES|2017-12-28|537.1933
7049|ES|2017-06-09|552777
7050|PA|2017-06-18|217.0946
7051|TO|2018-04-15|50.1195
7052|AC|2018-05-23|232789
7053|SE|2019-01-14|333.1396
7054|PR|2017-01-15|778.3864
7055|SE|2017-04-19|139.4942
7056|PA|2018-12-27|197.5348
7057|MA|2017-12-24|61.3873
7058|MA|2017-12-07|143.6681
7059|DF|2018-09-17|387.1348
7060|RR|2017-06-15|13.7646
7061|MT|2019-01-17|406.0991
7062|MS|2017-10-08|320.0919
7063|ES|2017-10-03|798643
7064|ES|2017-01-18|502152
7065|AC|2018-02-22|72.0307
7066|RN|2018-01-30|159.8335
7067|RO|2017-02-26|183508
7068|MT|2017-11-19|502.0992
7069|MA|2018-09-25|571.8478
7070|SE|2018-10-14|213.5766
7071|MT|2019-01-25|278.0012
7072|SE|2018-09-29|588.5196
7073|MS|2018-07-13|483.8704
7074|RN|2018-01-27|20.8078
7075|MS|2018-04-05|323142
7076|MS|2018-07-07|491.3489
7077|MA|2018-03-20|24.9535
7078|RN|2018-10-04|543181
7079|CE|2018-07-04|725.8044
7080|MS|2017-06-01|424.6561
7081|DF|2017-10-03|292.7129
7082|DF|2018-10-01|440.5928
7083|PA|2018-12-21|279.3735
7084|BA|2017-01-29|521.8815
7085|PE|2017-01-16|448.5091
7086|TO|2018-06-19|167.4306
7087|MS|2018-08-24|398.5753
7088|MA|2018-09-24|356.1914
7089|PI|2018-10-28|7.8559
7090|AC|2017-09-07|28.0336
7091|CE|2017-04-03|364.7644
7092|SE|2018-03-14|184958
7093|MA|2019-01-18|607.7777
7094|MT|2018-04-19|479.6866
7095|GO|2017-02-24|253.7082
7096|TO|2017-08-03|245.0331
7097|GO|2017-10-15|150.2156
7098|RO|2017-04-17|84685
7099|DF|2017-10-29|377.6079
7100|DF|2018-12-29|173.2103
7101|AL|2018-07-26|247.6857
7102|RO|2017-07-30|280.0416
7103|RN|2019-01-01|185.7183
7104|AM|2017-11-25|78.0765
7105|BA|2017-12-06|502.5665
7106|PA|2017-08-22|14716
7107|MT|2017-07-09|381.3185
7108|MS|2017-08-13|121.9596
7109|DF|2017-08-20|318.1565
7110|AM|2018-08-15|24.5024
7111|TO|2019-01-30|37.4525
7112|AM|2017-07-19|1165.6979
7113|GO|2017-08-09|175.1593
7114|MA|2019-01-15|439.2185
7115|MA|2018-04-28|461.4275
7116|PA|2017-12-03|327.8449
7117|RN|2017-04-04|47.9238
7118|PB|2019-01-19|719.0622
7119|GO|2017-02-23|84.4508
7120|ES|2019-04-11|250.4199
7121|GO|2018-02-26|142.7772
7122|AM|2018-06-26|70.2631
7123|RO|2019-02-02|428.7065
7124|MT|2018-05-29|314859
7125|CE|2018-05-09|390.2975
7126|CE|2017-03-26|437.3117
7127|AC|2017-07-14|215.7031
7128|TO|2018-01-07|24.1653
7129|PA|2017-04-09|352.9853
7130|AC|2017-06-08|174.92
7131|MA|2017-11-19|353.8349
7132|PA|2018-06-10|363.5614
7133|RN|2018-01-13|141.9347
7134|PB|2017-02-10|306.5609
7135|PA|2017-08-03|52492
7136|AL|2018-11-01|281.7242
7137|MS|2018-06-20|221.6004
7138|MS|2019-02-23|245537
7139|TO|2018-02-07|180541
7140|PB|2017-11-30|285.0329
7141|PB|2017-06-14|137.0133
7142|RO|2019-01-24|13.1423
7143|PE|2017-08-07|319.9899
7144|PA|2017-05-02|49.4046
7145|AL|2019-04-07|219.6875
7146|AM|2018-03-14|17.3291
7147|PE|2018-01-04|197.7462
7148|AC|2017-08-30|40.5236
7149|PI|2018-10-13|292.5185
7150|PB|2017-08-27|540.9154
7151|AM|2017-01-19|90.2893
7152|AM|2017-07-06|115.8854
7153|PB|2017-07-01|491.3929
7154|AP|2019-01-10|3.3772
7155|PB|2017-03-29|115.1488
7156|RN|2018-02-03|269.2968
7157|MA|2018-01-24|81.8187
7158|MA|2018-12-01|191.4645
7159|AM|2017-07-17|149.0434
7160|MS|2017-09-30|298.0754
7161|RN|2017-07-23|106.4032
7162|PI|2018-02-23|241.8753
7163|AM|2017-03-10|86.3705
7164|AP|2019-02-04|12.9413
7165|GO|2018-01-21|256.8836
7166|MA|2019-03-26|345087
7167|PE|2017-06-10|380984
7168|PA|2017-11-04|75.6709
7169|GO|2018-01-13|427.0243
7170|MA|2018-05-25|118.2326
7171|RN|2018-07-08|452.8572
7172|MS|2019-01-23|231.0926
7173|PI|2018-04-19|334.2463
7174|PI|2017-06-20|99.9329
7175|PB|2018-10-22|312.7496
7176|MA|2019-02-18|321.4651
7177|RN|2019-02-07|427.2733
7178|RR|2018-12-26|99144
7179|PI|2017-06-21|109.2576
7180|SE|2017-09-09|26.3451
7181|MS|2019-03-26|155.6364
7182|AM|2018-07-19|26054
7183|RN|2018-12-14|315.1003
7184|TO|2018-03-23|1.0753
7185|MS|2018-05-25|264.1197
7186|GO|2017-08-24|201.4401
7187|CE|2018-01-16|115.2539
7188|GO|2018-02-27|124.5308
7189|AL|2017-12-26|94.8885
7190|TO|2018-11-03|248.8473
7191|MS|2017-10-02|345.3698
7192|CE|2017-02-16|307.6326
7193|AC|2019-04-07|86.0284
7194|RN|2017-06-24|229.7709
7195|MS|2018-12-08|40.0193
7196|RN|2018-05-02|76.2496
7197|RO|2017-04-21|45.9344
7198|MA|2017-08-25|221.8439
7199|SE|2018-10-07|121.0052
7200|MA|2018-08-04|387.4306
7201|MS|2018-01-20|354305
7202|MS|2017-03-10|420.5487
7203|CE|2017-04-20|513.3712
7204|ES|2018-08-14|862.4802
7205|CE|2018-02-02|349.3708
7206|PI|2018-11-24|501.3017
7207|AL|2018-05-26|369.1381
7208|SE|2018-04-09|393.7608
7209|PI|2017-10-20|10.5407
7210|RN|2018-11-01|435.7296
7211|PB|2017-10-16|177.4297
7212|RO|2018-12-13|168.0913
7213|RO|2017-09-09|25.0324
7214|PI|2019-03-25|293.8145
7215|AL|2017-01-25|418.9174
7216|AP|2018-01-15|29.1914
7217|CE|2018-05-26|194.2749
7218|MA|2018-11-19|121.0028
7219|MT|2018-12-19|540921
7220|AL|2018-07-25|236.6819
7221|MT|2017-09-05|370.0047
7222|PI|2017-07-10|108.3109
7223|RN|2018-02-23|79.3224
7224|GO|2018-01-25|142.6805
7225|MA|2017-03-29|195.0801
7226|PA|2018-02-21|264.7396
7227|MA|2017-05-21|114.0051
7228|MS|2017-09-26|160.9212
7229|ES|2017-04-18|413.3644
7230|PA|2017-12-07|565.5405
7231|RR|2017-02-08|128.5983
7232|PI|2018-08-23|405.6352
7233|MS|2017-08-09|137.1939
7234|PB|2017-03-31|163.7761
7235|PI|2019-03-31|317.3429
7236|TO|2018-05-11|247.6094
7237|RO|2018-04-15|100.3421
7238|GO|2019-03-07|370.4484
7239|AP|2019-03-17|3.2364
7240|AM|2017-10-21|76.8959
7241|AM|2018-10-22|61.0836
7242|AM|2019-01-06|158.3477
7243|PA|2017-04-24|160.0205
7244|AP|2018-03-14|71.5757
7245|GO|2018-10-18|30.8634
7246|AL|2018-02-20|60.0811
7247|TO|2018-12-19|133.0848
7248|PI|2017-02-15|92.2747
7249|PB|2017-04-14|219.8639
7250|PI|2018-08-13|149.7387
7251|AM|2018-11-02|57.1182
7252|GO|2018-08-23|433.6536
7253|RO|2018-02-11|71.9177
7254|PA|2017-03-05|83.1254
7255|PA|2017-07-01|106.5486
7256|MS|2019-02-14|243.9771
7257|MS|2017-11-02|410.4852
7258|MS|2017-01-18|184.1569
7259|PI|2018-10-02|3.3748
7260|MS|2019-01-05|264.5204
7261|RO|2019-04-03|7.9518
7262|SE|2017-01-31|283.7718
7263|AM|2017-01-11|150.8485
7264|PI|2017-11-01|223.8161
7265|PE|2017-09-15|634.5272
7266|RO|2018-02-16|62.35
7267|GO|2018-02-12|88.6628
7268|PA|2019-04-12|151.2192
7269|AL|2018-04-03|101.9735
7270|PA|2019-03-14|179.8259
7271|PI|2017-10-23|9.4912
7272|AL|2017-09-25|76.3699
7273|SE|2017-09-01|275.9787
7274|GO|2018-12-25|238.8865
7275|RN|2017-11-09|172301
7276|MA|2017-10-20|9.7173
7277|MT|2017-02-27|262.5311
7278|MT|2017-10-06|337.1717
7279|TO|2018-10-27|244397
7280|MA|2017-07-24|146.0374
7281|PB|2018-01-08|125.1322
7282|MS|2018-04-15|226.5365
7283|PB|2017-12-20|175.4555
7284|DF|2017-05-06|238.7815
7285|PB|2018-02-01|89.9467
7286|RN|2017-01-19|165.8645
7287|PI|2019-01-17|255.8211
7288|PB|2018-03-23|409.7923
7289|MA|2018-03-29|376.3182
7290|RO|2018-07-23|0.8261
7291|SE|2017-04-06|66.0008
7292|AC|2018-03-24|0.1405
7293|TO|2018-05-26|25.2614
7294|PB|2018-01-12|362.4192
7295|MS|2017-05-10|62.0604
7296|GO|2018-06-09|131.3755
7297|TO|2017-04-02|116.8967
7298|DF|2017-03-14|117.2055
7299|PI|2018-11-01|684568
7300|PI|2017-10-03|41.6244
7301|RO|2018-08-11|17.9451
7302|PE|2017-12-16|222.3471
7303|PB|2018-03-17|307.2888
7304|TO|2017-06-07|235763
7305|PI|2017-12-16|103.0465
7306|PI|2019-03-02|655.0234
7307|AC|2017-04-21|68.4651
7308|PA|2017-11-03|267.6965
7309|PI|2017-12-11|140.4777
7310|AP|2018-10-23|65.3947
7311|PI|2018-01-30|86.4667
7312|MA|2017-02-06|30.5107
7313|RR|2017-02-06|10.7091
7314|MA|2017-08-02|81.8489
7315|CE|2017-06-19|300.1675
7316|AL|2018-02-05|87.4459
7317|MA|2018-08-12|617.7679
7318|BA|2017-01-09|93.3252
7319|RN|2017-07-31|2.6234
7320|MA|2019-03-07|399.4017
7321|MT|2017-10-13|547.0769
7322|AL|2018-04-29|150.9514
7323|MA|2018-01-20|123.0609
7324|TO|2018-02-08|19.6971
7325|PA|2017-01-23|50.9848
7326|PI|2018-11-15|259.4068
7327|AM|2018-01-01|25195
7328|PI|2018-09-18|67688
7329|TO|2017-12-24|2.1996
7330|PB|2017-12-24|156813
7331|AM|2018-05-16|85.2549
7332|MS|2018-10-05|461.4721
7333|TO|2018-03-06|61.9911
7334|TO|2017-06-03|105.4528
7335|RR|2018-11-08|49.5496
7336|RO|2019-01-26|72038
7337|GO|2017-05-06|245.5548
7338|TO|2019-02-16|305
7339|SE|2018-06-18|459.7012
7340|AC|2017-01-23|6.3145
7341|CE|2017-05-31|246.9494
7342|CE|2017-12-09|35.8848
7343|MA|2019-01-30|417.0159
7344|PI|2019-04-05|477.0043
7345|PI|2017-11-17|21.9273
7346|SE|2018-03-10|418.5121
7347|CE|2017-09-14|158648
7348|AL|2018-10-30|175.0494
7349|PA|2019-03-06|284938
7350|RO|2017-09-25|117.5447
7351|RO|2019-02-22|33.4844
7352|PI|2017-02-05|57.8557
7353|TO|2017-09-24|105.0175
7354|PB|2018-09-17|446.9488
7355|RN|2017-03-28|30.6729
7356|TO|2017-09-27|67.8649
7357|MA|2017-12-12|0.3189
7358|AM|2018-06-22|85.7944
7359|AM|2017-03-06|23.1111
7360|RO|2019-03-30|179.2404
7361|AC|2019-02-04|83.5483
7362|AM|2019-04-04|150.0156
7363|RN|2017-05-31|21.4234
7364|AM|2017-12-23|3.5113
7365|RO|2019-01-16|245.8985
7366|TO|2018-12-17|231.4943
7367|AC|2018-10-09|81.2991
7368|SE|2017-02-04|151.5395
7369|PI|2017-11-11|253.9829
7370|RN|2019-04-13|406.8915
7371|AM|2018-04-14|162.2089
7372|TO|2017-06-04|128.5616
7373|PI|2018-02-14|239.1969
7374|PI|2017-07-23|18.4245
7375|PI|2017-01-21|160.8091
7376|AL|2019-03-12|94.8961
7377|AC|2019-03-08|36978
7378|SE|2017-08-11|238.8288
7379|PA|2017-11-27|132.8753
7380|MS|2017-06-15|145.8663
7381|PI|2017-05-31|164.0034
7382|MA|2017-04-11|103.1618
7383|RO|2017-11-15|113.4916
7384|AL|2017-09-17|119.9504
7385|AP|2019-01-07|4.3055
7386|AC|2019-03-18|143.1209
7387|PA|2018-08-18|97.6838
7388|MA|2018-02-15|10.3973
7389|MA|2017-10-17|150.4367
7390|AC|2017-04-08|229.9684
7391|RN|2018-06-07|208.1171
7392|SE|2017-06-25|70931
7393|AP|2017-04-29|2.8205
7394|MS|2017-05-08|100.0396
7395|TO|2019-01-14|227.7236
7396|RR|2018-06-22|4.9736
7397|TO|2017-10-13|39.3134
7398|RN|2017-07-29|93.8194
7399|AC|2017-11-22|111.3702
7400|RO|2017-12-21|93.2673
7401|SE|2017-02-26|29.0938
7402|CE|2018-03-15|359.9377
7403|AC|2018-10-15|49.1611
7404|RO|2017-07-15|47.4668
7405|AM|2017-07-10|128.3329
7406|TO|2017-01-31|45.5666
7407|CE|2017-08-31|53.7874
7408|GO|2017-12-17|264.6269
7409|AM|2017-04-01|40.1312
7410|RN|2017-10-06|10.1618
7411|PA|2017-08-01|83.3588
7412|PA|2018-01-27|194641
7413|TO|2018-11-25|77.2736
7414|RO|2017-09-06|9.0989
7415|AM|2018-09-01|188.9553
7416|ES|2018-03-09|541.6217
7417|PI|2017-04-07|127.0796
7418|GO|2018-02-09|143.3282
7419|AC|2017-11-18|20.5786
7420|AM|2017-07-09|419.2829
7421|AM|2018-12-07|34.4845
7422|AM|2017-06-08|112.7059
7423|PA|2018-02-19|52888
7424|GO|2017-05-15|160835
7425|AL|2017-10-12|356.7348
7426|AC|2018-07-20|2.0009
7427|AM|2017-05-16|69.1052
7428|AM|2017-12-31|130.0403
7429|PA|2017-04-05|58.0417
7430|AM|2018-08-23|145.2416
7431|RN|2017-05-14|193.6665
7432|PI|2018-08-03|724.8982
7433|RO|2019-01-05|87.4339
7434|PA|2018-10-07|171864
7435|CE|2017-05-12|85.2342
7436|TO|2019-03-20|122.0951
7437|PA|2017-09-09|363.5457
7438|RO|2018-02-02|56.7011
7439|PB|2017-09-16|50.9745
7440|AL|2017-12-30|149.0504
7441|PI|2017-05-04|5.0176
7442|AC|2017-05-21|11.1406
7443|AC|2019-01-28|39.6479
7444|GO|2019-02-05|228.6131
7445|PI|2019-02-22|264.5443
7446|TO|2018-09-04|327.4602
7447|SE|2018-06-05|99.0079
7448|RN|2018-02-22|188.4535
7449|AM|2019-03-30|257.4268
7450|PA|2018-06-05|77.9558
7451|PB|2017-12-31|61.6827
7452|PI|2017-06-06|2.5323
7453|RN|2018-02-16|102.0097
7454|RO|2018-08-26|95.8489
7455|RO|2018-07-29|229.2653
7456|DF|2018-01-29|555.6821
7457|GO|2017-03-09|144.5378
7458|PA|2017-05-23|85.9677
7459|AM|2018-06-25|44.2112
7460|GO|2018-02-02|331.5497
7461|TO|2018-04-13|168.2002
7462|CE|2017-09-01|191.0144
7463|PA|2017-11-24|187.6231
7464|ES|2017-05-20|531.7899
7465|PI|2018-06-13|130.5808
7466|MS|2018-09-05|198.5478
7467|TO|2017-08-10|24.9342
7468|MT|2018-08-11|232.7225
7469|PA|2019-01-14|450.5644
7470|RO|2019-04-02|196.0947
7471|PB|2017-02-05|177.4303
7472|PB|2017-04-01|94.7155
7473|PI|2017-10-15|5.5872
7474|PA|2018-01-17|618.4637
7475|TO|2017-01-19|35.0614
7476|CE|2018-05-30|263.1295
7477|PI|2019-01-12|97.3831
7478|TO|2017-09-04|18.6099
7479|PB|2017-11-16|76.7273
7480|AL|2018-08-06|160.0174
7481|GO|2017-06-11|108.8941
7482|GO|2018-09-15|454.36
7483|MA|2017-05-01|94.7258
7484|AM|2018-11-11|63203
7485|PI|2017-01-14|151.3018
7486|RN|2017-06-23|303.0042
7487|AC|2018-08-01|5.7152
7488|AM|2017-02-05|87.0057
7489|PA|2018-06-23|124.1001
7490|PA|2018-12-30|292.6037
7491|PE|2017-10-30|498.6138
7492|PI|2017-10-26|159.9827
7493|ES|2017-06-11|301.5274
7494|RN|2018-01-16|84.7611
7495|RO|2019-01-10|39.5079
7496|GO|2018-06-02|427.4511
7497|MS|2019-01-20|386.7383
7498|TO|2018-07-25|36.0782
7499|RN|2017-04-23|327.2754
7500|MS|2018-05-04|412.9146
7501|RO|2018-09-27|204.9228
7502|RO|2018-09-23|30.1366
7503|MA|2017-11-20|1.7697
7504|SE|2017-04-25|198.2556
7505|SE|2018-01-03|155.4743
7506|CE|2017-11-03|11.5596
7507|PA|2018-09-14|365.2872
7508|PI|2017-03-29|195.7429
7509|AC|2017-08-01|86.5317
7510|SE|2018-02-01|90.7277
7511|AL|2017-07-01|105.5775
7512|PI|2019-02-15|111.5398
7513|AC|2017-01-28|63.6522
7514|SE|2017-02-23|53.1276
7515|AP|2017-06-29|27.3085
7516|RO|2018-02-01|545.4385
7517|MA|2017-06-07|243.3054
7518|GO|2018-08-25|231.2458
7519|SE|2018-11-22|198.7799
7520|AL|2019-03-06|331.0632
7521|AL|2018-02-21|57.2043
7522|TO|2018-05-29|91.4303
7523|MS|2018-06-25|324.5083
7524|TO|2018-04-21|67.1633
7525|TO|2018-02-27|66.3472
7526|AP|2018-05-12|13.8969
7527|AP|2019-03-24|55.5681
7528|MS|2017-11-06|222.4656
7529|PB|2017-05-22|145.2304
7530|PI|2017-10-21|137921
7531|AP|2017-09-15|2912
7532|ES|2017-01-15|148.3498
7533|PI|2017-09-15|24.8118
7534|TO|2019-03-09|18.4021
7535|SE|2017-08-07|139682
7536|AL|2018-02-27|200.2495
7537|AC|2019-03-26|7.2927
7538|RO|2019-01-31|272.8624
7539|AM|2018-03-01|35.9423
7540|PB|2017-03-08|153.8057
7541|SE|2018-01-13|127789
7542|SE|2018-05-21|123.2378
7543|RO|2019-02-15|430.42
7544|PA|2018-01-07|9.5255
7545|RR|2017-02-25|7.7585
7546|TO|2017-12-15|36.6075
7547|AL|2018-05-04|414.1797
7548|PI|2017-12-26|0
7549|PI|2019-02-05|130.0626
7550|PA|2018-02-01|101.9508
7551|PI|2018-06-04|71.6881
7552|MA|2017-03-28|24181
7553|MA|2018-10-04|296.0256
7554|PI|2018-12-10|22658
7555|RO|2017-08-30|28.4935
7556|MA|2018-12-06|402.9006
7557|AL|2017-11-14|378.4375
7558|MS|2018-02-26|145.6504
7559|RO|2018-07-13|205.7446
7560|TO|2017-11-08|47.2111
7561|TO|2018-08-09|51.3869
7562|MS|2019-01-01|61.6829
7563|RO|2018-05-21|58.9761
7564|AM|2018-04-11|26.9456
7565|SE|2018-12-23|260.1157
7566|AM|2017-02-20|6.6161
7567|TO|2018-06-17|76.6184
7568|AM|2017-01-31|40.8423
7569|CE|2017-05-23|142.9253
7570|AC|2018-02-25|9.5997
7571|RO|2019-02-04|101.8184
7572|PB|2017-01-25|169598
7573|AC|2017-08-08|2.4909
7574|SE|2018-03-30|135.1664
7575|AM|2019-01-31|122.8437
7576|MA|2017-01-26|8.1112
7577|AL|2017-06-25|36.4428
7578|RO|2018-06-17|5.3516
7579|RR|2019-01-27|223.6528
7580|TO|2019-02-02|125.6133
7581|AP|2019-02-15|0.9355
7582|PI|2019-04-13|2.7063
7583|CE|2018-01-09|94.5772
7584|GO|2018-06-13|42.1241
7585|MA|2017-09-20|61.3967
7586|TO|2017-10-20|31.5685
7587|TO|2017-05-30|261.3683
7588|TO|2018-03-19|77.7082
7589|TO|2018-12-18|3.8525
7590|PB|2017-04-15|51.7019
7591|SE|2018-12-10|171.3419
7592|AM|2018-04-09|19.3394
7593|PI|2017-10-01|20.6189
7594|AP|2018-06-17|117.1972
